Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 8061,Super Luxury (Non AC Seater 2+2 Push Back),12:30,17:55,05h 25m,INR 429,31 Seats available,"2.2
7",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,12:30,18:40,06h 10m,INR 520,40 Seats available,"3.9
15",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8059,Super Luxury (Non AC Seater 2+2 Push Back),12:45,19:10,06h 25m,INR 429,31 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 7994,Super Luxury (Non AC Seater 2+2 Push Back),12:40,17:10,04h 30m,INR 376,33 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7896,Super Luxury (Non AC Seater 2+2 Push Back),12:50,18:30,05h 40m,INR 376,32 Seats available,"3.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,18:50,05h 40m,INR 376,31 Seats available,"1.6
3",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7944,LAHARI A/C SLEEPER CUM SEATER,13:10,19:40,06h 30m,INR 611,38 Seats available,"2.7
30",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TGSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,20:40,07h 30m,INR 504,30 Seats available,"3.4
26",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TGSRTC - 7934,Super Luxury (Non AC Seater 2+2 Push Back),13:50,21:20,07h 30m,INR 504,31 Seats available,"3.4
25",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
Chandu Travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,589,19 Seats available,"4.2
156",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
KMBT Travels,NON A/C Sleeper (2+1),22:00,05:00,07h 00m,637,18 Seats available,"4.0
14",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Cherry tours&travels,Non A/C Seater / Sleeper (2+1),21:50,06:00,08h 10m,475,28 Seats available,"4.1
19",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
TGSRTC - 8665,LAHARI A/C SLEEPER CUM SEATER,15:00,20:00,05h 00m,INR 389,2 Seats available,"4.4
71",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8969,Super Luxury (Non AC Seater 2+2 Push Back),15:15,19:30,04h 15m,INR 320,3 Seats available,"3.9
13",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8698,,15:30,19:30,04h 00m,INR 389,5 Seats available,3.2,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 64017,RAJDHANI (A.C. Semi Sleeper),12:30,16:30,04h 00m,INR 389,31 Seats available,"3.4
5",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 64526,Super Luxury (Non AC Seater 2+2 Push Back),12:30,17:55,05h 25m,INR 320,28 Seats available,"3.5
23",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,12:40,16:20,03h 40m,INR 389,37 Seats available,"3.5
38",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 7395,Super Luxury (Non AC Seater 2+2 Push Back),17:20,20:20,03h 00m,INR 283,1 Seat available,"4.5
8",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,17:30,20:25,02h 55m,INR 343,8 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7019,Super Luxury (Non AC Seater 2+2 Push Back),17:50,20:50,03h 00m,INR 283,19 Seats available,"2.7
19",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7062,Super Luxury (Non AC Seater 2+2 Push Back),12:40,15:40,03h 00m,INR 283,31 Seats available,"3.3
20",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,17:00,04h 00m,INR 343,30 Seats available,"3.8
21",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7178,RAJDHANI (A.C. Semi Sleeper),13:00,16:00,03h 00m,INR 343,30 Seats available,"3.3
22",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 8061,Super Luxury (Non AC Seater 2+2 Push Back),12:30,17:55,05h 25m,INR 429,31 Seats available,"2.2
7",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8191,LAHARI A/C SLEEPER CUM SEATER,12:30,18:40,06h 10m,INR 520,40 Seats available,"3.9
15",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8059,Super Luxury (Non AC Seater 2+2 Push Back),12:45,19:10,06h 25m,INR 429,31 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 7994,Super Luxury (Non AC Seater 2+2 Push Back),12:40,17:10,04h 30m,INR 376,33 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7896,Super Luxury (Non AC Seater 2+2 Push Back),12:50,18:30,05h 40m,INR 376,32 Seats available,"3.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,18:50,05h 40m,INR 376,31 Seats available,"1.6
3",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7944,LAHARI A/C SLEEPER CUM SEATER,13:10,19:40,06h 30m,INR 611,38 Seats available,"2.7
30",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TGSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,20:40,07h 30m,INR 504,30 Seats available,"3.4
26",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TGSRTC - 7934,Super Luxury (Non AC Seater 2+2 Push Back),13:50,21:20,07h 30m,INR 504,31 Seats available,"3.4
25",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
V Kaveri Travels,A/C Sleeper (2+1),22:00,06:15,08h 15m,INR 800,23 Seats available,"4.2
82",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Chandu Travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,589,19 Seats available,"4.2
156",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Cherry tours&travels,Non A/C Seater / Sleeper (2+1),21:50,06:00,08h 10m,475,28 Seats available,"4.1
19",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
TGSRTC - 8969,Super Luxury (Non AC Seater 2+2 Push Back),15:15,19:30,04h 15m,INR 320,3 Seats available,"3.9
13",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8698,RAJDHANI (A.C. Semi Sleeper),15:30,19:30,04h 00m,INR 389,5 Seats available,"3.2
40",https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 8623,,16:00,20:00,04h 00m,INR 389,24 Seats available,3.6,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Khammam to Hyderabad
TGSRTC - 64017,RAJDHANI (A.C. Semi Sleeper),12:40,16:30,03h 50m,INR 389,31 Seats available,"3.4
5",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 1322,LAHARI A/C SLEEPER CUM SEATER,12:40,16:20,03h 40m,INR 389,37 Seats available,"3.5
38",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 8632,Rajdhani (AC Semi Sleeper 2+2),13:00,18:30,05h 30m,INR 389,35 Seats available,"3.7
48",https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Hyderabad to Khammam
TGSRTC - 7395,Super Luxury (Non AC Seater 2+2 Push Back),17:20,20:20,03h 00m,INR 283,1 Seat available,"4.5
8",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7808,LAHARI A/C SLEEPER CUM SEATER,17:30,20:25,02h 55m,INR 343,6 Seats available,"4.0
6",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7019,Super Luxury (Non AC Seater 2+2 Push Back),17:50,20:50,03h 00m,INR 283,18 Seats available,"2.7
19",https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
,,,,,,,,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,Karimnagar to Hyderabad
TGSRTC - 7062,Super Luxury (Non AC Seater 2+2 Push Back),12:40,15:40,03h 00m,INR 283,31 Seats available,"3.3
20",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 9503,RAJDHANI (A.C. Semi Sleeper),13:00,17:00,04h 00m,INR 343,30 Seats available,"3.8
21",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 7178,RAJDHANI (A.C. Semi Sleeper),13:00,16:00,03h 00m,INR 343,30 Seats available,"3.3
22",https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-karimnagar,Hyderabad to Karimnagar
TGSRTC - 8059,Super Luxury (Non AC Seater 2+2 Push Back),12:45,19:10,06h 25m,INR 429,31 Seats available,"3.8
11",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8061,Super Luxury (Non AC Seater 2+2 Push Back),12:50,17:55,05h 05m,INR 429,31 Seats available,"2.2
7",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 8026,LAHARI A/C SLEEPER CUM SEATER,13:00,17:55,04h 55m,INR 520,42 Seats available,"2.1
36",https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,Hyderabad to Mancherial
TGSRTC - 7994,Super Luxury (Non AC Seater 2+2 Push Back),12:40,17:10,04h 30m,INR 376,30 Seats available,"4.1
13",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7896,Super Luxury (Non AC Seater 2+2 Push Back),12:50,18:30,05h 40m,INR 376,32 Seats available,"3.8
12",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,18:50,05h 40m,INR 376,31 Seats available,"1.6
3",https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Hyderabad to Nirmal
TGSRTC - 7944,LAHARI A/C SLEEPER CUM SEATER,13:10,19:40,06h 30m,INR 611,38 Seats available,"2.7
30",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TGSRTC - 7933,Super Luxury (Non AC Seater 2+2 Push Back),13:10,20:40,07h 30m,INR 504,30 Seats available,"3.4
26",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
TGSRTC - 7934,Super Luxury (Non AC Seater 2+2 Push Back),13:50,21:20,07h 30m,INR 504,31 Seats available,"3.4
25",https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
,,,,,,,,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Hyderabad to Adilabad
V Kaveri Travels,A/C Sleeper (2+1),22:00,06:15,08h 15m,INR 800,23 Seats available,"4.2
82",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Chandu Travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,589,19 Seats available,"4.2
156",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
Cherry tours&travels,Non A/C Seater / Sleeper (2+1),21:50,06:00,08h 10m,475,28 Seats available,"4.1
19",https://www.redbus.in/bus-tickets/hyderabad-to-ongole,Hyderabad to Ongole
